X_in,X_out
1543,2496
2667,51
2999,29
3620,11
830,2525
1845,4
1362,3
1213,19
364,31
485,19
3355,328
2155,673
2329,1347
3631,3
1331,554
3482,1
16,22
750,2263
2665,14
208,1
1187,25
1563,11
593,3540
2077,1
1036,3
17,1372
107,2
2164,1
2010,172
1049,31
2647,448
3863,7
3590,30
79,33
2023,66
345,3
258,4
2541,761
714,2094
2481,25
1269,18
3700,19
2413,757
149,12
3434,1315
32,12
609,730
2812,1155
259,65
182,3013
2270,5
236,404
1955,43
1805,3996
1363,278
860,7
1390,2
3335,2463
761,1612
941,68
3955,254
2169,182
112,312
76,1
928,25
2206,11
634,24
2245,1
1141,1575
2925,1
3675,19
1014,31
1122,11
1450,3
1442,1
1667,359
1342,94
3341,10
2016,92
1542,13
491,78
2592,45
789,104
179,37
1988,1254
3156,2
3331,2912
3183,1
2282,6
177,124
3443,19
932,585
42,1
1601,5
3133,22
16,10
3201,2
764,751
185,1802
2829,20
3966,315
75,9
1330,25
267,145
42,156
798,6
678,103
1708,1
156,17
3728,27
1382,1340
1506,153
2248,175
194,1335
576,1
899,9
41,20
2042,3471
1217,85
659,1009
385,2
2591,650
3978,201
1888,57
17,212
629,27
3994,42
2671,160
929,42
282,1
3244,1
2364,1
3261,5
823,55
1206,501
3095,27
1555,4
5,1
300,1836
1775,2
3465,1
3744,3
3517,17
1576,1
35,30
2524,7
2087,176
2709,1
1723,5
2110,267
1805,1988
2990,761
200,249
1,100
877,1
66,3638
1128,6
311,56
1601,1
1503,562
877,5
2287,45
2634,745
2320,2240
1649,73
487,1
15,521
1056,796
1872,395
1224,7
3470,527
1180,27
3942,11
629,1
374,31
673,3389
2778,35
687,78
928,5
847,6
311,7
715,29
3884,774
29,1384
3957,2
2024,1
1763,5
3105,2
3337,679
2431,24
1072,174
31,3200
1336,689
44,14
2248,1
598,235
17,2
1025,1
3057,1
1387,26
1553,1
1776,113
814,19
1629,6
3029,3
6,25
2862,12
554,1120
80,312
521,1056
3313,1
2708,3287
1105,1105
407,1159
2541,1
1626,448
1518,2
3008,193
2607,157
3233,6
896,6
1461,32
2174,49
1232,22
2878,2
1851,542
221,263
1220,308
1031,42
2011,1246
1685,17
2232,678
1793,3796
3676,43
2571,414
1612,2
3516,522
239,346
603,1200
713,26
2194,164
925,3241
216,36
518,19
1255,1
3879,4
1502,45
1099,2043
934,35
764,2629
1242,202
3298,681
2197,3
8,8
773,27
1245,5
1580,8
303,4
117,1901
572,6
606,25
49,1618
1387,642
1031,2409
29,1
478,83
115,297
1224,6
2527,2268
822,970
2449,1
249,74
1712,1
943,3015
3084,24
1,306
743,181
680,4
1820,2410
28,3
348,19
140,764
2821,1
2126,1646
374,1
3523,165
559,25
436,2986
2096,2
990,18
681,3
2627,164
586,138
3704,1921
1004,4
3854,3800
3970,3688
999,145
197,100
1088,14
3946,2
2519,7
269,1008
3338,2939
3757,52
1575,33
3502,43
375,1
646,34
938,2252
2392,20
824,2
1127,2325
3511,6
1272,14
569,2
560,1
33,11
88,1308
612,6
3143,2071
1857,1
3205,1698
1208,2
219,29
3820,5
3160,1021
1038,3
3840,14
2563,1342
3395,67
1731,108
2555,6
2603,52
5,1
1394,636
3763,94
2126,1756
3030,11
3357,2
3894,2413
1536,5
2277,553
61,6
2497,21
458,33
2325,1
2629,462
1440,39
646,687
290,5
2221,1
363,33
32,484
740,1022
238,2478
330,346
389,5
2423,222
1299,1
1262,56
3239,5
2982,1
2702,1
3598,70
2566,2004
853,9
3303,3
2859,17
682,583
1005,8
703,245
38,27
2225,56
116,232
1,2582
383,100
2191,3
2511,3040
651,66
1615,3
623,14
279,1
2148,20
1984,1484
81,117
144,2
1369,207
715,1140
2708,44
25,139
1304,510
540,204
868,1356
3394,2
157,230
34,5
921,3
405,5
353,40
1211,123
3047,1123
2663,15
277,5
143,8
2070,1
3042,3801
349,2201
332,10
2001,15
2242,58
3558,978
2200,2167
1871,26
1497,1
100,2
337,3
3428,5
1144,2
570,5
966,6
587,22
324,1198
3440,1
242,266
2056,9
2399,72
3141,7
26,42
2179,2150
1454,1
749,562
2242,296
618,10
2662,5
2132,2
532,17
1642,3870
2101,5
997,5
1035,31
3184,2
80,17
3375,1913
731,1606
247,6
3910,3
88,6
1348,96
1644,1
1902,1648
3024,7
3000,5
1639,10
3966,2
3887,14
1455,1
1859,19
495,4
437,139
3805,1
1927,11
2717,433
2211,2
1573,1622
562,3
1427,2
3177,115
1553,7
1641,23
734,890
2708,613
193,3155
32,2265
679,1
2827,950
938,99
690,2
2196,2084
3283,1465
2079,1
646,6
706,25
1117,44
1814,1
310,24
321,1637
1986,12
295,17
2369,1203
2635,3
724,5
2410,24
774,3060
12,110
503,1
142,1
3453,152
3933,2524
1728,611
114,1240
2515,37
1464,31
1751,2582
1100,3
8,8
404,171
2181,2
1006,358
2692,50
353,546
800,2496
3011,1917
213,216
420,1
3748,281
2068,2
1312,118
753,29
2677,5
669,1
2672,813
3673,3
762,3
153,144
3514,5
404,657
869,7
1596,162
2635,275
1476,3670
872,1883
287,58
453,33
3446,2
79,3
3276,14
1660,18
1518,6
1410,5
10,21
31,985
2966,70
3568,111
29,17
1441,141
22,4
2144,12
1896,58
1719,1722
3986,3531
2626,459
2082,1332
960,29
19,45
522,97
3561,3458
301,7
3028,14
1868,1
1005,851
1907,464
1232,23
432,200
1882,1
1420,224
516,2117
3856,24
534,568
256,174
729,94
1241,65
118,13
795,194
868,39
3029,23
2108,13
2443,409
24,3971
349,13
1827,150
3102,14
1780,7
282,984
3848,31
590,27
694,11
458,194
48,66
811,22
803,262
1782,227
2991,126
3962,69
1241,3
3379,3475
1691,7
2143,185
345,2
11,2051
829,14
1069,2961
276,80
2297,1
2024,234
1803,1234
1371,12
2849,5
339,9
542,1146
1631,1
2747,278
3649,365
1278,211
483,2
2978,604
1961,120
3306,1
630,1297
1203,50
633,11
648,3
320,56
2177,3
840,1
422,246
4,13
826,134
2000,3
997,166
2112,30
2516,2059
871,1803
14,198
2478,1
631,5
819,37
1759,2087
3017,4
1135,7
1114,444
1626,24
2834,1
30,7
1895,495
795,482
545,3
3178,15
3334,45
968,41
1050,583
333,171
1007,2
14,27
78,2762
1694,1224
2523,101
3503,54
411,2
3388,2975
2473,3355
218,6
1257,1
3198,1631
357,2
1729,1
2175,62
1099,1746
556,33
2941,195
194,61
3345,327
1461,36
2261,7
317,9
1673,2
1449,2468
2233,7
3605,294
3765,2316
1465,1748
3100,151
526,1
483,64
1676,5
52,851
1702,3
2717,14
1366,1751
3104,12
146,257
3272,1
206,2
233,20
1581,1
1256,40
3304,1
1015,1
853,3
261,1243
848,1
1737,1
3323,41
2231,1086
1698,12
588,45
2192,1524
38,88
176,7
1965,33
1326,261
63,6
2164,3
1689,3339
3678,9
2539,2
97,197
899,2109
1888,3993
1769,51
1114,30
1135,5
3133,147
329,1
16,4
1436,1
1,297
927,1
3510,1
561,5
1219,12
3876,1
1188,21
510,186
979,1888
1019,805
452,349
1319,54
3107,108
1620,30
1931,61
1487,1
709,1
624,5
2846,5
2104,1
2557,291
1575,12
4,25
728,243
2695,45
3198,218
1426,824
1725,6
143,551
118,2909
3703,7
392,3
2752,134
1153,387
34,26
2232,5
2132,5
1444,957
1943,5
1254,988
3400,7
2829,53
896,216
2965,23
845,8
2885,186
532,1
498,27
610,26
2912,1
1985,2
1230,156
3716,3
2445,17
1372,1775
2238,27
1179,16
2420,6
1714,17
800,51
1436,253
2457,100
184,1
991,7
1981,1870
478,5
2870,112
1718,3393
790,586
2595,103
246,5
7,133
7,15
294,19
1787,712
161,40
1422,20
292,140
2010,20
783,3139
1351,103
94,1341
581,3
1228,2139
3934,6
215,77
115,1928
3139,7
161,130
32,24
2955,3
2145,1852
1426,5
650,48
2638,6
127,2
172,73
3424,14
3610,125
1500,26
239,27
3611,1793
1822,793
1167,11
124,9
2445,6
3478,1606
82,10
79,1532
2119,35
2290,20
2269,3976
1986,3
1745,2547
2405,2
1840,28
2008,1766
18,62
10,27
3051,3
2193,58
1680,457
1871,1867
3511,6
1052,2404
2776,6
739,1
104,196
1502,998
543,10
1178,14
49,47
2613,1
1184,1
861,960
4,3
3948,70
484,1
231,7
225,1704
471,1808
1428,16
3426,31
1113,277
506,404
1270,14
40,28
438,1
844,17
1833,1
3700,12
911,1
3415,1196
2477,20
3702,64
1863,6
1404,2043
1651,5
3431,1762
3944,7
495,2705
1741,3374
230,230
1615,2
227,50
517,65
1517,20
2504,13
181,1
732,2
2612,6
686,141
3484,11
2663,22
2275,5
1014,1411
3317,1160
457,1150
700,58
250,1
1238,1238
636,34
47,12
3363,219
2803,1
539,3
87,26
6,334
1287,2
3529,26
12,2622
1350,12
758,54
946,1438
330,11
639,283
526,1476
34,6
550,1766
2691,326
7,301
3669,61
2596,1
40,227
121,21
1533,4
1344,12
1115,27
152,247
1992,10
1373,7
3262,7
326,583
203,2636
3735,1
3340,2
2491,3131
1106,162
286,2
1587,1217
2780,622
3790,1
631,2
1435,1
3489,66
1873,2814
532,1886
2980,20
1349,46
621,33
555,1287
23,380
3374,7
94,350
3507,37
3978,1
207,17
2866,351
109,1
1901,7
1860,3
1324,46
1269,19
3365,18
3130,5
3657,28
2697,26
2873,5
1550,7
2607,6
8,10
156,2874
3530,11
2517,1
515,5
41,6
3330,3
2042,1
3892,37
1212,5
897,512
1065,5
9,21
2359,338
534,35
293,7
3185,2584
932,5
456,46
38,160
1842,2293
1559,2
806,591
1485,1719
2675,16
197,2
36,410
2559,1
86,1
3365,796
641,7
2735,1622
3815,1
62,58
515,48
106,3
121,1
3291,581
984,77
2109,1
613,8
2516,889
1646,3998
454,2
1289,2
808,1377
2372,7
3914,96
1898,88
220,1384
2328,189
17,8
159,622
941,262
3596,115
3581,1740
3979,1
121,1
1566,41
3176,34
18,44
1146,1
1738,49
264,41
3529,1603
2800,68
544,1
3270,1275
895,1312
748,3
109,1
3802,10
692,56
1727,1
2139,1291
388,1
1718,5
2586,1
24,343
633,1
2135,1
3690,62
3808,18
3391,265
447,12
2483,3
1472,34
3045,1102
2,1
3240,6
1126,1
1091,583
2938,1
3076,1307
639,4
1366,14
2253,66
2221,37
654,6
20,60
3057,1237
3631,6
461,4
555,5
144,225
1524,1
2599,3
3598,7
699,484
1561,5
784,461
2880,35
2979,19
1774,1
48,1242
3244,381
1774,815
707,1
1027,7
1828,4
179,2
1,3
2401,3470
1046,6
2822,15
2716,135
117,28
2,507
2236,21
382,72
3412,5
395,17
3001,28
3407,1
2176,3043
1245,509
1165,33
312,2487
3295,11
475,1941
24,932
840,1
1882,715
1803,6
191,34
812,433
1956,1396
19,2382
932,405
23,4
1154,21
1826,28
26,233
22,16
2325,1
205,10
467,1
3410,26
304,1
1599,17
4,8
952,160
1986,449
3876,6
312,1
3911,2424
3932,41
432,1
512,43
3539,2120
1043,40
1874,2663
2413,6
1580,2630
1932,1
1820,30
2925,702
1953,291
3891,6
589,43
3193,43
2755,332
1923,31
1128,3
445,122
3997,2986
1802,575
194,11
3520,194
160,1
1091,166
1528,2151
1737,462
61,295
591,3
1596,1596
186,5
4,8
2439,7
910,1
3062,1
1,86
1123,4
579,2091
219,30
670,2
3950,26
2210,10
852,7
2394,20
1257,67
1399,560
984,78
617,43
2642,176
21,21
2716,1
2827,3311
1053,1
738,5
3280,28
2678,4
313,2
3029,402
704,50
2602,78
2557,2184
2053,756
2689,1005
1075,37
433,1
1624,62
100,6
497,832
2270,847
570,406
1568,1253
1394,1069
2936,3
1808,275
1873,57
1056,1
1280,1
366,472
59,455
691,2166
3821,1
3246,1869
92,304
664,41
3682,28
46,1266
2442,10
257,2
1569,1
1259,184
2208,1147
3873,11
2252,490
177,1432
260,5
2437,1100
24,2681
1729,5
2805,1
694,3
3053,762
783,80
1425,1598
75,693
2917,9
3215,2940
1956,38
42,97
291,34
1366,2
595,5
536,1184
1391,541
193,2244
2546,12
2311,2
631,274
106,2
1133,91
601,2
548,20
273,15
2523,18
108,20
1980,2
3003,849
2886,2322
283,78
2561,1517
2205,7
3704,2583
1435,6
371,10
333,201
954,395
3530,12
10,8
244,31
2055,5
237,2299
1376,3591
2987,2
2545,1
3754,13
411,1
326,7
51,189
2249,56
191,59
311,140
932,3769
1681,34
1974,712
1380,2202
1090,54
306,5
1057,78
2992,154
2253,250
130,153
3539,1
1368,1
515,1395
1037,862
1634,1
908,2
1235,39
2399,27
1418,1
15,2601
704,902
1512,7
3570,636
3226,2948
1157,1
3488,10
756,1
381,2232
2730,2
3713,11
750,1
3140,3014
3104,2539
2035,3233
40,57
2020,2639
599,199
250,1
2978,1566
519,449
450,628
3,12
677,102
40,654
2888,67
867,1
877,30
1784,2979
2352,132
440,975
1153,1754
1098,1
830,1187
1097,227
584,463
237,197
1692,2042
127,1899
4,9
61,438
1510,705
83,1
866,752
2353,5
3042,17
3996,16
2312,15
175,906
2713,2
176,38
1834,1
65,51
269,53
1532,523
2799,2145
3205,142
511,125
796,71
3684,1
3038,367
451,2097
1985,1045
1136,1
1465,7
2907,2
10,8
561,561
1343,16
2148,2967
3051,3783
152,7
1122,5
2804,169
129,118
1028,72
1015,3677
143,41
634,3
1223,507
503,17
3644,1155
3561,3400
2960,2171
945,1
3255,1608
3464,1
641,44
3009,7
3457,33
3778,1832
36,1214
25,136
3855,486
1103,7
680,10
1576,402
3754,2147
1343,2721
1168,467
3014,5
3306,11
1386,26
2325,3
1582,1
1684,3
1291,20
1550,18
1017,1
93,11
225,40
503,2136
25,1
389,59
571,891
571,38
20,1867
1210,57
2121,1679
615,73
8,57
2810,1856
1840,383
3054,7
1702,5
3540,65
288,18
388,76
1361,134
23,4
800,18
981,8
1430,6
2547,1767
1459,2
2739,7
995,1
88,188
727,1
1192,20
2061,2201
1007,156
3287,2
2239,80
115,1483
3989,2
681,3
2439,579
2304,20
2529,575
913,3153
2593,96
3064,1253
202,2
357,1674
3772,101
2089,1
3190,1
902,19
85,30
94,3
2055,39
671,1
5,423
9,4
70,2
2235,2
1502,3
985,3
140,735
1475,21
140,14
1884,1
822,372
1516,192
3120,10
2760,75
1446,3655
3756,3437
897,2347
1305,194
1938,1178
748,49
464,2573
525,21
881,24
402,194
779,18
627,1
1914,7
1151,459
3766,2242
211,10
2010,113
3034,146
331,2375
3405,2017
184,6
1901,10
753,1319
3937,110
35,3349
3890,267
1238,2063
1459,224
335,2777
164,1926
2504,5
1250,1
1545,3
3049,569
2740,34
11,2
3348,2266
3996,12
1288,2
1767,15
942,19
531,153
633,454
2090,45
1224,6
32,233
1138,7
50,1
2189,1023
86,5
2678,1
1920,350
3,3133
1822,14
2732,1190
921,164
129,1
216,36
658,12
1521,2061
443,1
3402,462
1730,110
561,1
3231,2
1573,1251
120,5
22,7
3888,14
330,1
2369,4
919,1865
288,405
3547,481
535,100
607,20
1308,7
2474,291
3094,15
98,93
2486,3
2063,784
531,3610
540,93
1848,39
369,147
105,141
1576,5
189,24
1015,76
1142,1
1740,374
1114,7
658,756
3933,1
1112,2126
36,18
2025,1075
1858,436
130,27
1957,19
1088,68
1564,2337
1027,3030
455,5
172,22
1977,2
834,795
2462,2
2294,23
3356,36
3708,5
10,8
1625,66
988,985
1501,614
1731,1
2430,1167
3553,504
604,1114
2402,390
921,1649
391,35
222,1
525,8
2985,39
1120,2130
319,13
2358,413
168,1167
531,2428
7,141
284,6
2357,184
2308,2
3863,1727
3371,2
3799,47
351,70
878,1
2877,1
1105,3
809,377
296,704
3800,31
3215,19
2322,3
713,2
143,830
2914,20
1779,6
1639,702
2943,150
2006,2006
622,3780
1453,2435
433,72
1656,1565
1104,21
31,2
3679,918
1524,14
2590,66
3587,2
3805,19
2127,3
259,5
1598,22
1583,32
972,36
3510,339
1063,315
56,97
2097,1
48,2
275,1993
991,3654
362,48
29,1
30,46
1326,633
279,47
485,2
993,33
879,3
2928,107
1071,10
784,1668
3881,228
938,35
19,3
242,3
2209,3252
1418,225
842,212
365,28
1509,1437
363,19
1160,2
314,171
3669,5
2269,88
2387,29
402,18
773,2
115,7
326,1
2716,49
1436,555
3300,8
1516,11
3445,216
2814,19
1658,2
200,3
1070,61
1682,57
688,156
385,5
1805,2
982,1
556,8
2296,10
2372,1730
337,1675
3365,913
3887,5
30,1239
210,33
1380,175
2300,5
3523,488
3849,1
1239,7
3813,1
1766,108
7,39
715,1174
2681,446
3084,26
3954,3056
3007,2777
580,489
2677,3034
2988,117
1728,891
1266,55
2899,28
2599,2954
3434,8
2506,54
69,735
2924,7
472,5
3957,476
250,1
1934,7
1223,1460
2093,3614
3881,7
504,839
227,3104
3317,304
3037,89
1723,1
2830,3002
2567,7
586,68
1873,1888
2723,722
1570,2
2345,1
930,1297
376,28
3363,29
2981,77
664,19
2699,6
120,12
874,218
1558,2913
1314,1
888,14
210,1
163,238
1976,148
504,832
1484,1
1824,11
1455,536
1418,544
16,9
29,3691
2907,1
3587,3082
16,19
1085,2312
29,262
489,2
3421,2
1311,264
752,2
3070,946
1945,1625
2130,219
1414,18
1313,1
646,288
338,1
442,1505
424,2
2592,13
2502,3
1870,203
146,7
15,1561
185,10
778,1
20,2
1845,187
49,57
3895,2
86,337
186,4
1437,1
2987,368
2527,2855
2703,1287
1613,2405
2930,162
1395,374
3093,5
1474,3225
19,3085
1999,30
2667,2
1200,2
72,1806
2023,33
728,2386
14,2144
3432,5
3991,2
574,7
19,2613
3515,374
3218,109
22,4
698,357
1531,2772
2572,430
3600,1
2420,53
3,15
285,36
2477,119
963,2422
2487,7
2503,29
3496,443
869,86
2398,14
47,14
377,2
46,551
2504,8
189,6
3081,1
3246,311
2906,1
1058,11
1858,18
1794,1353
814,24
1016,1847
67,606
2746,1
951,3645
2979,117
3369,110
616,134
1876,3653
277,31
3043,172
270,28
3040,72
2456,9
1800,33
270,43
744,1
1919,126
2599,21
115,11
2725,1382
521,1
3585,154
962,3
1224,29
984,20
816,1
769,2
1407,1021
3368,3
154,1570
1003,2
1983,1
1446,365
31,10
3197,6
629,1
2515,1
57,54
2606,346
172,35
1441,2
919,2
1694,34
3221,651
23,17
2798,1473
24,23
1354,28
582,2878
263,14
1205,631
2090,1
59,26
1418,457
688,118
137,10
2219,3
27,1054
28,1112
453,2200
1963,1010
3440,1
620,1525
434,1744
2520,2
741,7
3489,2
3662,58
2054,2
844,487
1047,1
1368,45
2067,301
26,2049
389,1437
539,23
3709,134
2320,1
352,86
801,1
267,4
3616,36
617,1
1629,195
2891,25
1129,37
902,54
582,7
2081,1
537,23
3638,3589
989,3035
267,11
3013,3009
248,257
487,2
44,2054
2740,120
1936,1477
223,106
3942,2638
2431,573
3498,194
3877,23
1506,15
3383,2947
2316,25
41,144
2787,2
3012,13
145,1
1046,12
1866,206
3434,8
1608,8
3615,3
1291,18
402,1743
272,1011
1474,375
3750,27
467,2576
2218,2848
3493,1303
423,6
20,381
1541,607
70,51
1283,18
460,43
1702,5
3557,1051
574,6
645,8
3045,1647
908,3
894,20
1641,4
266,613
55,1729
876,2065
982,120
16,10
605,149
36,335
3548,7
3158,52
1018,925
196,74
43,1
2020,93
169,1157
684,1461
1847,2666
2452,7
3715,1490
180,5
59,42
731,2072
516,17
1005,249
298,681
1135,1
936,2
2952,28
220,33
1914,3
3991,244
1709,795
27,391
3232,531
1816,5
681,10
2971,1334
821,17
2885,641
32,2673
870,20
2849,171
637,87
1998,1533
3102,23
2901,35
349,1
1501,386
628,4
2455,134
3158,4
1921,19
412,2628
1589,7
3,11
1752,3
3054,1067
31,1067
323,10
952,469
279,731
1751,354
2416,25
2393,1179
2707,6
2073,14
47,852
2777,1
1379,12
1536,7
1113,6
1294,303
1549,4
3332,2458
3143,5
800,70
1859,18
1425,6
1,1101
1682,32
1825,3433
2985,552
1,2
2726,2
2366,494
918,11
3445,5
1570,1351
705,1
3425,395
1389,5
194,24
145,1
4,8
250,32
13,21
95,158
2677,1800
3247,19
1343,36
1392,16
3373,281
1030,1460
2847,12
572,18
1056,3
3851,172
1163,32
1007,142
2671,47
541,1222
1859,63
1782,2360
2836,447
3473,2240
11,27
1199,127
943,69
3289,2
3320,2
336,25
673,2
1388,1667
2311,1067
138,140
811,30
1163,280
1663,10
2304,58
1297,20
102,5
169,426
67,1
236,1274
1041,40
3775,19
660,43
435,1
3178,355
705,2
2647,1
3024,1
49,1732
1912,46
1,904
1578,46
971,178
2801,118
59,11
436,3
880,536
191,3210
1855,29
62,246
7,351
3589,1435
3369,1
309,479
1541,2736
1137,3
2493,313
1025,18
3507,1245
546,27
1599,8
787,35
996,1201
3054,452
573,370
1605,1320
365,531
2717,56
284,4
1226,5
124,6
242,1
32,4
2242,585
1506,633
458,88
1088,1183
2598,1321
337,1
76,5
654,179
2036,7
1756,2
431,551
3792,7
29,2502
4,21
375,38
2471,111
170,8
231,7
2797,19
3971,5
2689,11
216,2034
503,1
179,80
1246,1
516,19
1053,1
32,1013
60,259
1210,5
77,35
1810,1
1255,5
1243,1367
1422,36
108,2
1343,325
3493,18
10,3982
3302,40
2475,2084
194,2
1747,18
540,49
43,3967
662,7
283,185
96,1
170,6
3694,31
1679,61
2039,1
1742,1572
3539,1
74,119
2069,169
2104,375
327,49
3928,178
589,40
3710,57
1511,97
461,3
1244,1
176,164
1579,234
1850,1047
119,261
2583,5
2284,7
454,314
455,4
1330,46
613,5
496,19
996,18
2897,52
3202,4
2652,1195
17,9
233,39
3666,304
3746,224
238,1
32,98
3949,3978
2970,131
245,72
1616,19
2401,25
1289,296
577,40
909,6
11,103
2201,621
3950,449
456,4
712,355
930,201
1515,8
3130,788
1246,2015
3606,1764
2700,40
329,3
2231,7
2634,9
759,665
1308,5
2159,35
1709,143
81,81
972,101
692,45
1504,149
29,1
1789,5
1648,26
1133,447
107,762
4,73
425,2491
1595,48
3191,6
765,2
3664,3664
1023,2
309,1
1304,1
780,33
1472,1
1029,1684
1389,192
680,13
36,2772
1524,147
33,9
1534,2
596,10
1345,160
2782,25
794,3
477,6
3862,3
17,1179
1511,1037
3169,7
527,23
3401,2643
1131,30
3066,2
3408,1
1139,370
216,3358
1035,46
1672,7
2881,12
3892,1052
978,31
900,55
238,255
13,9
8,4
26,687
1376,2792
2693,3
3914,103
1497,1629
931,1
1111,1157
1110,91
899,7
262,2
1594,776
3778,1246
666,2
3666,1603
1509,1
452,5
688,49
242,2
1802,14
1782,57
3223,2388
24,30
1480,6
5,26
1001,71
3063,203
2635,42
820,73
1267,2571
246,340
375,68
2472,5
826,20
2036,20
3757,1
84,463
1545,42
3493,95
3370,2
58,1
1005,340
1018,7
153,650
1266,42
408,35
3575,164
3791,30
1814,2903
104,6
1626,448
1424,37
2249,44
260,2131
39,1461
2222,824
384,1602
1433,19
1980,5
650,198
1814,63
409,30
3873,19
3424,274
2118,4
3717,38
2303,125
657,1963
11,27
527,461
3,13
1049,6
1879,34
716,1
1170,11
684,90
433,1
2243,471
1594,46
1413,2119
582,585
328,18
32,252
3245,2
3095,1
3986,522
1738,1
1661,913
383,18
851,154
352,86
960,2
2115,54
2115,5
525,3714
2194,646
913,5
1153,2415
709,1
32,7
31,1994
2975,26
2530,2335
2265,18
776,726
944,2
2376,114
89,1
1600,2
168,1057
2284,41
2094,1
406,200
2673,142
1117,202
668,1519
676,306
95,6
260,4
908,166
757,1
1906,56
1210,3
2785,83
631,104
18,3166
576,44
1661,226
3356,503
187,250
215,1
3779,1
3953,95
990,19
227,806
1310,4
2096,5
1338,12
13,504
1953,6
671,7
4,4
1663,2440
387,1998
3903,1247
205,11
1660,522
1846,1
940,292
3068,69
71,5
312,2026
37,26
372,93
1246,1
2892,207
3989,55
3196,17
1477,5
36,24
1780,45
3384,4
1510,3
2042,1534
3631,386
3108,5
2271,186
3806,1
3813,2
18,602
3242,815
903,62
2125,265
1052,28
3646,39
3611,7
7,2131
2327,353
2273,3573
3902,353
1033,14
3661,461
1251,37
21,4
659,5
2898,526
27,48
3043,11
469,2408
88,33
628,11
1549,5
296,1355
1828,1
628,28
3579,36
831,3773
3079,660
9,9
997,2282
538,2006
298,31
2652,2
525,2007
1212,2
33,665
1411,2039
21,9
222,33
3148,1286
3149,474
1335,550
1359,7
3546,96
138,2
1058,1
621,3458
3355,2653
94,1267
936,123
1878,1474
2050,25
1782,343
428,8
600,209
108,7
23,4
127,1
3824,366
1843,15
3795,198
2063,1
35,3047
1212,2
314,1
3209,40
559,44
308,27
3725,28
3963,1
2910,903
88,2570
80,396
3283,552
2458,1
2174,384
1143,1
1845,1
229,7
268,25
2470,2503
3532,1
1635,1
1971,226
2905,3
203,1
1966,91
337,151
375,11
21,4
21,915
1480,30
3938,1061
1986,12
2058,23
1272,281
1390,2
928,940
3096,1490
136,1
3228,11
2410,338
641,1032
2392,5
1702,2268
182,457
1569,2
149,117
613,78
2264,11
3482,1357
2919,12
3753,2434
1919,976
2286,34
607,231
3356,337
314,171
2534,18
24,469
2816,678
499,24
749,192
1609,705
2069,28
1965,1456
3138,6
3055,1
2807,40
1274,37
1308,2962
1404,28
33,278
412,197
2250,448
1233,2
1106,2
3121,1971
1144,253
3411,296
812,314
2130,2
1405,477
1063,14
1322,7
127,602
1099,158
3192,2
725,7
870,1656
16,17
559,1
2692,44
2157,48
2545,14
3537,18
2113,5
231,7
1876,45
448,2
3846,33
793,135
2341,39
1527,5
3782,97
1316,20
2457,1
147,787
1772,324
632,47
1537,2
173,28
1608,25
1086,1054
1000,412
1468,1
3155,730
107,1
701,2
25,1
173,697
1016,1
1377,6
1838,116
526,582
3946,29
170,4
1259,225
80,1
757,3806
3923,66
3835,20
1835,3
1731,611
2772,125
2765,37
1332,25
1164,1
1499,1503
305,1864
103,179
388,2
2377,40
107,678
3075,840
809,392
678,472
3806,156
280,32
240,51
3520,5
1944,24
7,29
1375,5
3384,59
1119,54
1407,24
633,121
512,1
18,60
463,84
438,1779
1037,44
145,499
558,558
2116,129
684,3
654,1
3126,1
3228,174
2450,28
589,2
1536,1
3154,3834
732,2798
1953,2260
452,562
966,1966
2530,1961
3644,2787
1345,1
3405,334
1214,3
65,743
3511,1722
133,1
2064,1451
3864,5
38,35
39,7
965,3
1663,509
183,1
217,3468
1942,128
55,1829
1802,125
2282,72
199,1
2219,18
2543,16
241,120
920,7
222,10
3946,796
2247,757
360,1
621,45
71,116
3792,3
285,7
167,117
1811,53
1531,1
2006,768
663,2576
680,8
2911,10
3700,24
1098,193
19,1
2761,31
636,2885
2818,2001
464,1352
3474,2022
1485,6
3669,13
396,78
2070,590
3429,103
587,1851
2737,2
3986,7
93,312
1248,3
38,2297
1827,4
3623,330
1696,172
2473,18
1372,205
2723,1482
3016,189
2516,28
3643,17
457,30
2665,228
2114,3561
2405,793
1216,167
3680,1296
1200,27
2149,4
134,299
246,131
8,22
3582,1
683,117
1552,20
375,76
8,22
677,118
510,700
1810,14
607,5
1908,1908
1076,921
369,3
3230,96
73,9
193,11
420,353
912,1
2456,1907
2812,46
468,103
643,4
609,757
255,5
1830,1
807,807
2658,599
1358,5
3758,490
3916,51
194,5
2238,2209
2442,26
2070,1248
2736,1
3434,3
103,89
23,25
8,15
55,2003
923,2409
182,1035
2945,2208
858,1748
2314,238
